C:\Users\pablo\Desktop\Simulador\final\IMG\center_2023_06_25_20_34_46_798.jpg, C:\Users\pablo\Desktop\Simulador\final\IMG\left_2023_06_25_20_34_46_798.jpg, C:\Users\pablo\Desktop\Simulador\final\IMG\right_2023_06_25_20_34_46_798.jpg, 0, 0, 0, 7.916868E-05
C:\Users\pablo\Desktop\Simulador\final\IMG\center_2023_06_25_20_34_46_898.jpg, C:\Users\pablo\Desktop\Simulador\final\IMG\left_2023_06_25_20_34_46_898.jpg, C:\Users\pablo\Desktop\Simulador\final\IMG\right_2023_06_25_20_34_46_898.jpg, 0, 0, 0, 7.903256E-05
C:\Users\pablo\Desktop\Simulador\final\IMG\center_2023_06_25_20_34_46_998.jpg, C:\Users\pablo\Desktop\Simulador\final\IMG\left_2023_06_25_20_34_46_998.jpg, C:\Users\pablo\Desktop\Simulador\final\IMG\right_2023_06_25_20_34_46_998.jpg, 0, 0, 0, 7.8136E-05
C:\Users\pablo\Desktop\Simulador\final\IMG\center_2023_06_25_20_34_47_101.jpg, C:\Users\pablo\Desktop\Simulador\final\IMG\left_2023_06_25_20_34_47_101.jpg, C:\Users\pablo\Desktop\Simulador\final\IMG\right_2023_06_25_20_34_47_101.jpg, 0, 0, 0, 7.937883E-05
C:\Users\pablo\Desktop\Simulador\final\IMG\center_2023_06_25_20_34_47_202.jpg, C:\Users\pablo\Desktop\Simulador\final\IMG\left_2023_06_25_20_34_47_202.jpg, C:\Users\pablo\Desktop\Simulador\final\IMG\right_2023_06_25_20_34_47_202.jpg, 0, 0, 0, 7.809125E-05
C:\Users\pablo\Desktop\Simulador\final\IMG\center_2023_06_25_20_34_47_303.jpg, C:\Users\pablo\Desktop\Simulador\final\IMG\left_2023_06_25_20_34_47_303.jpg, C:\Users\pablo\Desktop\Simulador\final\IMG\right_2023_06_25_20_34_47_303.jpg, 0, 0, 0, 7.857943E-05
C:\Users\pablo\Desktop\Simulador\final\IMG\center_2023_06_25_20_34_47_405.jpg, C:\Users\pablo\Desktop\Simulador\final\IMG\left_2023_06_25_20_34_47_405.jpg, C:\Users\pablo\Desktop\Simulador\final\IMG\right_2023_06_25_20_34_47_405.jpg, 0, 0, 0, 8.114086E-05
C:\Users\pablo\Desktop\Simulador\final\IMG\center_2023_06_25_20_34_47_507.jpg, C:\Users\pablo\Desktop\Simulador\final\IMG\left_2023_06_25_20_34_47_507.jpg, C:\Users\pablo\Desktop\Simulador\final\IMG\right_2023_06_25_20_34_47_507.jpg, 0, 0, 0, 7.775339E-05
C:\Users\pablo\Desktop\Simulador\final\IMG\center_2023_06_25_20_34_47_609.jpg, C:\Users\pablo\Desktop\Simulador\final\IMG\left_2023_06_25_20_34_47_609.jpg, C:\Users\pablo\Desktop\Simulador\final\IMG\right_2023_06_25_20_34_47_609.jpg, 0, 0, 0, 8.000462E-05
C:\Users\pablo\Desktop\Simulador\final\IMG\center_2023_06_25_20_34_47_710.jpg, C:\Users\pablo\Desktop\Simulador\final\IMG\left_2023_06_25_20_34_47_710.jpg, C:\Users\pablo\Desktop\Simulador\final\IMG\right_2023_06_25_20_34_47_710.jpg, 0, 0, 0, 7.803534E-05
